ISO_WEEKSTARTDATE,COUNTRY_CODE,COUNTRY_AREA_TERRITORY,WHOREGION,ITZ,HEMISPHERE,ISO_YEAR,ISO_WEEK,SPEC_PROCESSED_NB,SPEC_RECEIVED_NB,AH1N12009,AH1,AH3,AH5,AH7N9,ANOTSUBTYPED,ANOTSUBTYPABLE,AOTHER_SUBTYPE,INF_A,BVIC_2DEL,BVIC_3DEL,BVIC_NODEL,BVIC_DELUNK,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE,ILI_ACTIVITY,ADENO,BOCA,HUMAN_CORONA,METAPNEUMO,PARAINFLUENZA,RHINO,RSV_PROCESSED,RSV,OTHERRESPVIRUS,source_row_count,has_sentinel,has_nonsentinel,has_notdefined,origin_sources,is_reported_week,positivity_rate,A_rate,B_rate,log_spec_processed,era_2020plus,era_2023plus,era_2024plus
2025-12-15,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2025,51,1141.0,1141.0,27.0,,79.0,,,12.0,0.0,,118.0,,,19.0,,0.0,6.0,25.0,143.0,998.0,,10.0,5.0,7.0,19.0,14.0,34.0,,214.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.12532865907099036,0.10341805433829973,0.021910604732690624,7.040536390215956,1,1,1
2025-12-22,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2025,52,1075.0,1075.0,32.0,,65.0,,,8.0,0.0,,105.0,,,13.0,,0.0,2.0,15.0,120.0,955.0,,9.0,2.0,8.0,13.0,11.0,26.0,,154.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.11162790697674418,0.09767441860465116,0.013953488372093023,6.98100574072173,1,1,1
2025-12-29,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2026,1,1009.0,1009.0,31.0,,40.0,,,4.0,0.0,,75.0,,,10.0,,0.0,5.0,15.0,90.0,919.0,,4.0,2.0,11.0,6.0,13.0,19.0,,122.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.08919722497522299,0.07433102081268583,0.014866204162537165,6.917705609835305,1,1,1
2026-01-05,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2026,2,996.0,996.0,43.0,,40.0,,,7.0,0.0,,90.0,,,23.0,,0.0,7.0,30.0,120.0,876.0,,8.0,0.0,4.0,11.0,8.0,40.0,,118.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.12048192771084337,0.09036144578313253,0.030120481927710843,6.904750769961838,1,1,1
2026-01-12,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2026,3,1182.0,1182.0,56.0,,44.0,,,4.0,0.0,,104.0,,,41.0,,0.0,8.0,49.0,153.0,1029.0,,6.0,7.0,6.0,11.0,6.0,49.0,,84.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.12944162436548223,0.08798646362098139,0.04145516074450085,7.075808863978387,1,1,1
2026-01-19,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2026,4,1300.0,1300.0,64.0,,24.0,,,4.0,0.0,,92.0,,,34.0,,0.0,4.0,38.0,130.0,1170.0,,9.0,6.0,4.0,12.0,20.0,66.0,,120.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.1,0.07076923076923076,0.02923076923076923,7.170888478512505,1,1,1
2026-01-26,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2026,5,1361.0,1361.0,69.0,,35.0,,,7.0,0.0,,111.0,,,26.0,,0.0,10.0,36.0,147.0,1214.0,,8.0,2.0,8.0,9.0,16.0,43.0,,107.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.1080088170462895,0.08155767817781043,0.02645113886847906,7.216709486709457,1,1,1
2026-02-02,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2026,6,1312.0,1312.0,68.0,,29.0,,,8.0,0.0,,105.0,,,36.0,,0.0,8.0,44.0,149.0,1163.0,,9.0,4.0,11.0,17.0,17.0,44.0,,99.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.11356707317073171,0.08003048780487805,0.03353658536585366,7.180069874302796,1,1,1
2026-02-09,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2026,7,1168.0,1168.0,91.0,,30.0,,,4.0,0.0,,125.0,,,39.0,,0.0,5.0,44.0,169.0,999.0,,9.0,6.0,2.0,28.0,21.0,33.0,,81.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.1446917808219178,0.10702054794520548,0.03767123287671233,7.063903961472068,1,1,1
2026-02-16,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2026,8,951.0,951.0,64.0,,8.0,,,7.0,0.0,,79.0,,,36.0,,0.0,10.0,46.0,125.0,826.0,,8.0,5.0,5.0,30.0,8.0,21.0,,64.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.13144058885383805,0.08307045215562565,0.048370136698212406,6.858565034791365,1,1,1
2026-02-23,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2026,9,989.0,989.0,63.0,,13.0,,,9.0,0.0,,85.0,,,40.0,,0.0,8.0,48.0,133.0,856.0,,15.0,3.0,4.0,15.0,13.0,37.0,,54.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.134479271991911,0.0859453993933266,0.04853387259858443,6.897704943128636,1,1,1
2026-03-02,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2026,10,776.0,776.0,44.0,,5.0,,,2.0,0.0,,51.0,,,23.0,,0.0,6.0,29.0,80.0,696.0,,7.0,3.0,5.0,16.0,13.0,24.0,,47.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.10309278350515463,0.06572164948453608,0.037371134020618556,6.655440350367647,1,1,1
2026-03-09,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2026,11,654.0,654.0,29.0,,6.0,,,3.0,0.0,,38.0,,,20.0,,0.0,6.0,26.0,64.0,590.0,,4.0,3.0,5.0,11.0,4.0,16.0,,30.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.09785932721712538,0.0581039755351682,0.039755351681957186,6.484635235635252,1,1,1
2026-03-16,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2026,12,480.0,480.0,16.0,,5.0,,,4.0,0.0,,25.0,,,9.0,,0.0,2.0,11.0,36.0,444.0,,3.0,1.0,0.0,1.0,3.0,3.0,,24.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.075,0.052083333333333336,0.022916666666666665,6.175867270105761,1,1,1
2026-03-23,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2026,13,568.0,568.0,16.0,,6.0,,,1.0,0.0,,23.0,,,16.0,,0.0,0.0,16.0,39.0,529.0,,4.0,2.0,1.0,7.0,1.0,13.0,,15.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.06866197183098592,0.040492957746478875,0.028169014084507043,6.343880434126331,1,1,1
2026-03-30,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2026,14,611.0,611.0,13.0,,10.0,,,2.0,0.0,,25.0,,,13.0,,0.0,3.0,16.0,41.0,570.0,,2.0,5.0,2.0,11.0,4.0,13.0,,30.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.06710310965630115,0.04091653027823241,0.02618657937806874,6.416732282512326,1,1,1
2026-04-06,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2026,15,572.0,572.0,10.0,,16.0,,,8.0,0.0,,34.0,,,4.0,,0.0,1.0,5.0,39.0,533.0,,3.0,0.0,0.0,5.0,4.0,11.0,,18.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.06818181818181818,0.05944055944055944,0.008741258741258742,6.35088571671474,1,1,1
2026-04-13,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2026,16,599.0,599.0,15.0,,16.0,,,6.0,0.0,,37.0,,,4.0,,0.0,2.0,6.0,43.0,556.0,,3.0,3.0,0.0,2.0,5.0,9.0,,35.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.07178631051752922,0.06176961602671119,0.01001669449081803,6.396929655216146,1,1,1
2026-04-20,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2026,17,705.0,705.0,7.0,,14.0,,,7.0,0.0,,28.0,,,10.0,,0.0,2.0,12.0,40.0,665.0,,2.0,4.0,0.0,7.0,7.0,11.0,,36.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.05673758865248227,0.03971631205673759,0.01702127659574468,6.559615237493242,1,1,1
2026-04-27,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2026,18,777.0,777.0,13.0,,3.0,,,1.0,0.0,,17.0,,,2.0,,0.0,6.0,8.0,25.0,752.0,,5.0,3.0,0.0,8.0,2.0,35.0,,26.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.032175032175032175,0.021879021879021878,0.010296010296010296,6.656726524178391,1,1,1
2026-05-04,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2026,19,1060.0,1060.0,25.0,,10.0,,,3.0,0.0,,38.0,,,25.0,,0.0,3.0,28.0,66.0,994.0,,2.0,0.0,2.0,10.0,3.0,44.0,,26.0,,2,1,1,0,NONSENTINEL|SENTINEL,1,0.062264150943396226,0.035849056603773584,0.026415094339622643,6.966967138613983,1,1,1
2026-05-11,ARE,United Arab Emirates,EMR,FLU_WST_ASIA,NH,2026,20,215.0,215.0,2.0,,1.0,,,0.0,0.0,,3.0,,,5.0,,0.0,0.0,5.0,8.0,207.0,,6.0,5.0,0.0,3.0,6.0,33.0,,5.0,,1,1,0,0,SENTINEL,1,0.037209302325581395,0.013953488372093023,0.023255813953488372,5.375278407684165,1,1,1
1996-12-23,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1996,52,12.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.5649493574615367,0,0,0
1996-12-30,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,1,14.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,1.0,1.0,1.0,,3.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,0.07142857142857142,0.0,0.07142857142857142,2.70805020110221,0,0,0
1997-01-06,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,2,13.0,,,0.0,2.0,,,1.0,,,3.0,,,,,,0.0,0.0,3.0,,3.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,0.23076923076923078,0.23076923076923078,0.0,2.6390573296152584,0,0,0
1997-01-13,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,MISSING_REPORT,0,,,,,0,0,0
1997-01-20,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,MISSING_REPORT,0,,,,,0,0,0
1997-01-27,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,5,2.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,1.0986122886681098,0,0,0
1997-02-03,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,6,3.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,1.3862943611198906,0,0,0
1997-02-10,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,7,4.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,1.6094379124341003,0,0,0
1997-02-17,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,8,5.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,1.791759469228055,0,0,0
1997-02-24,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,9,5.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,1.791759469228055,0,0,0
1997-03-03,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,10,9.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.302585092994046,0,0,0
1997-03-10,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,11,6.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,1.9459101490553132,0,0,0
1997-03-17,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,12,12.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.5649493574615367,0,0,0
1997-03-24,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,13,9.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.302585092994046,0,0,0
1997-03-31,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,14,8.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.1972245773362196,0,0,0
1997-04-07,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,15,11.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.4849066497880004,0,0,0
1997-04-14,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,16,9.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.302585092994046,0,0,0
1997-04-21,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,17,10.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.3978952727983707,0,0,0
1997-04-28,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,18,18.0,,,1.0,0.0,,,0.0,,,1.0,,,,,,0.0,0.0,1.0,,3.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,0.05555555555555555,0.05555555555555555,0.0,2.9444389791664403,0,0,0
1997-05-05,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,19,16.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.833213344056216,0,0,0
1997-05-12,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,20,7.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.0794415416798357,0,0,0
1997-05-19,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,21,14.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.70805020110221,0,0,0
1997-05-26,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,22,13.0,,,0.0,1.0,,,0.0,,,1.0,,,,,,0.0,0.0,1.0,,3.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,0.07692307692307693,0.07692307692307693,0.0,2.6390573296152584,0,0,0
1997-06-02,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,23,8.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.1972245773362196,0,0,0
1997-06-09,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,24,17.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.8903717578961645,0,0,0
1997-06-16,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,25,9.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.302585092994046,0,0,0
1997-06-23,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,26,11.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.4849066497880004,0,0,0
1997-06-30,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,27,19.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.995732273553991,0,0,0
1997-07-07,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,28,11.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.4849066497880004,0,0,0
1997-07-14,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,29,15.0,,,0.0,1.0,,,0.0,,,1.0,,,,,,0.0,0.0,1.0,,3.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,0.06666666666666667,0.06666666666666667,0.0,2.772588722239781,0,0,0
1997-07-21,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,30,14.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.70805020110221,0,0,0
1997-07-28,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,31,15.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.772588722239781,0,0,0
1997-08-04,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,32,11.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.4849066497880004,0,0,0
1997-08-11,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,33,15.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.772588722239781,0,0,0
1997-08-18,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,34,12.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.5649493574615367,0,0,0
1997-08-25,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,35,24.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,3.2188758248682006,0,0,0
1997-09-01,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,36,9.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.302585092994046,0,0,0
1997-09-08,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,37,8.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,1.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.1972245773362196,0,0,0
1997-09-15,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,38,7.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,1.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.0794415416798357,0,0,0
1997-09-22,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,39,5.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,1.791759469228055,0,0,0
1997-09-29,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,40,8.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.1972245773362196,0,0,0
1997-10-06,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,41,8.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.1972245773362196,0,0,0
1997-10-13,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,42,13.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.6390573296152584,0,0,0
1997-10-20,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,43,13.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.6390573296152584,0,0,0
1997-10-27,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,44,20.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,3.044522437723423,0,0,0
1997-11-03,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,45,14.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.70805020110221,0,0,0
1997-11-10,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,46,10.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.3978952727983707,0,0,0
1997-11-17,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,47,8.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.1972245773362196,0,0,0
1997-11-24,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,48,14.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.70805020110221,0,0,0
1997-12-01,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,49,5.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,1.791759469228055,0,0,0
1997-12-08,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,50,26.0,,,0.0,1.0,,,0.0,,,1.0,,,,,,0.0,0.0,1.0,,3.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,0.038461538461538464,0.038461538461538464,0.0,3.295836866004329,0,0,0
1997-12-15,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,51,8.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.1972245773362196,0,0,0
1997-12-22,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1997,52,21.0,,,1.0,0.0,,,0.0,,,1.0,,,,,,0.0,0.0,1.0,,3.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,0.047619047619047616,0.047619047619047616,0.0,3.091042453358316,0,0,0
1997-12-29,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1998,1,10.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.3978952727983707,0,0,0
1998-01-05,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1998,2,9.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.302585092994046,0,0,0
1998-01-12,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1998,3,15.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.772588722239781,0,0,0
1998-01-19,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1998,4,8.0,,,1.0,0.0,,,0.0,,,1.0,,,,,,0.0,0.0,1.0,,3.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,0.125,0.125,0.0,2.1972245773362196,0,0,0
1998-01-26,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1998,5,13.0,,,0.0,0.0,,,1.0,,,1.0,,,,,,1.0,1.0,2.0,,3.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,0.15384615384615385,0.07692307692307693,0.07692307692307693,2.6390573296152584,0,0,0
1998-02-02,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1998,6,11.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.4849066497880004,0,0,0
1998-02-09,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1998,7,13.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.6390573296152584,0,0,0
1998-02-16,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1998,8,9.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.302585092994046,0,0,0
1998-02-23,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1998,9,11.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.4849066497880004,0,0,0
1998-03-02,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1998,10,11.0,,,0.0,0.0,,,1.0,,,1.0,,,,,,0.0,0.0,1.0,,3.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,0.09090909090909091,0.09090909090909091,0.0,2.4849066497880004,0,0,0
1998-03-09,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1998,11,10.0,,,0.0,0.0,,,1.0,,,1.0,,,,,,0.0,0.0,1.0,,3.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,0.1,0.1,0.0,2.3978952727983707,0,0,0
1998-03-16,MYS,Malaysia,WPR,FLU_SE_ASIA,NH,1998,12,9.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,1,0,0,1,NOTDEFINED,1,,0.0,0.0,2.302585092994046,0,0,0
